FIPS,Geographic Area Name,Gini Index
18181,"White County, Indiana",0.381
27155,"Traverse County, Minnesota",0.443
39125,"Paulding County, Ohio",0.37
48497,"Wise County, Texas",0.395
18017,"Cass County, Indiana",0.414
48211,"Hemphill County, Texas",0.429
20027,"Clay County, Kansas",0.441
20179,"Sheridan County, Kansas",0.396
23023,"Sagadahoc County, Maine",0.392
39069,"Henry County, Ohio",0.386
40005,"Atoka County, Oklahoma",0.471
72115,"Quebradillas Municipio, Puerto Rico",0.512
72113,"Ponce Municipio, Puerto Rico",0.551
34007,"Camden County, New Jersey",0.443
51093,"Isle of Wight County, Virginia",0.413
72083,"Las Marías Municipio, Puerto Rico",0.5
72029,"Canóvanas Municipio, Puerto Rico",0.497
41041,"Lincoln County, Oregon",0.449
48381,"Randall County, Texas",0.439
72147,"Vieques Municipio, Puerto Rico",0.461
22063,"Livingston Parish, Louisiana",0.4
54051,"Marshall County, West Virginia",0.473
05117,"Prairie County, Arkansas",0.415
48265,"Kerr County, Texas",0.451
54017,"Doddridge County, West Virginia",0.419
39023,"Clark County, Ohio",0.418
12001,"Alachua County, Florida",0.516
26095,"Luce County, Michigan",0.394
44001,"Bristol County, Rhode Island",0.473
53001,"Adams County, Washington",0.411
42081,"Lycoming County, Pennsylvania",0.428
31073,"Gosper County, Nebraska",0.453
21189,"Owsley County, Kentucky",0.499
31049,"Deuel County, Nebraska",0.458
39061,"Hamilton County, Ohio",0.493
51650,"Hampton city, Virginia",0.393
72031,"Carolina Municipio, Puerto Rico",0.475
35009,"Curry County, New Mexico",0.444
35011,"De Baca County, New Mexico",0.467
48411,"San Saba County, Texas",0.471
13109,"Evans County, Georgia",0.423
22087,"St. Bernard Parish, Louisiana",0.416
28053,"Humphreys County, Mississippi",0.486
48473,"Waller County, Texas",0.447
40039,"Custer County, Oklahoma",0.446
37021,"Buncombe County, North Carolina",0.457
37097,"Iredell County, North Carolina",0.46
55091,"Pepin County, Wisconsin",0.412
31151,"Saline County, Nebraska",0.391
20163,"Rooks County, Kansas",0.454
22111,"Union Parish, Louisiana",0.476
40081,"Lincoln County, Oklahoma",0.43
29063,"DeKalb County, Missouri",0.407
56029,"Park County, Wyoming",0.435
48427,"Starr County, Texas",0.519
26061,"Houghton County, Michigan",0.459
54107,"Wood County, West Virginia",0.449
56025,"Natrona County, Wyoming",0.447
18069,"Huntington County, Indiana",0.397
30051,"Liberty County, Montana",0.44
31159,"Seward County, Nebraska",0.419
12085,"Martin County, Florida",0.512
35003,"Catron County, New Mexico",0.417
46105,"Perkins County, South Dakota",0.547
16067,"Minidoka County, Idaho",0.379
50003,"Bennington County, Vermont",0.457
21201,"Robertson County, Kentucky",0.452
27131,"Rice County, Minnesota",0.384
46053,"Gregory County, South Dakota",0.448
55121,"Trempealeau County, Wisconsin",0.408
72019,"Barranquitas Municipio, Puerto Rico",0.495
06083,"Santa Barbara County, California",0.475
42041,"Cumberland County, Pennsylvania",0.409
25007,"Dukes County, Massachusetts",0.461
31131,"Otoe County, Nebraska",0.406
18099,"Marshall County, Indiana",0.406
41017,"Deschutes County, Oregon",0.43
48489,"Willacy County, Texas",0.545
38025,"Dunn County, North Dakota",0.426
31161,"Sheridan County, Nebraska",0.419
08021,"Conejos County, Colorado",0.429
16005,"Bannock County, Idaho",0.429
26085,"Lake County, Michigan",0.433
12019,"Clay County, Florida",0.387
28139,"Tippah County, Mississippi",0.433
48201,"Harris County, Texas",0.488
08101,"Pueblo County, Colorado",0.455
13031,"Bulloch County, Georgia",0.478
18003,"Allen County, Indiana",0.428
01105,"Perry County, Alabama",0.47
35029,"Luna County, New Mexico",0.488
48311,"McMullen County, Texas",0.463
54071,"Pendleton County, West Virginia",0.414
48067,"Cass County, Texas",0.456
38045,"LaMoure County, North Dakota",0.456
72065,"Hatillo Municipio, Puerto Rico",0.477
36117,"Wayne County, New York",0.385
56017,"Hot Springs County, Wyoming",0.402
13145,"Harris County, Georgia",0.455
21211,"Shelby County, Kentucky",0.434
39081,"Jefferson County, Ohio",0.437
51101,"King William County, Virginia",0.345
41071,"Yamhill County, Oregon",0.425
39109,"Miami County, Ohio",0.399
16037,"Custer County, Idaho",0.414
22109,"Terrebonne Parish, Louisiana",0.449
29087,"Holt County, Missouri",0.392
18149,"Starke County, Indiana",0.396
40093,"Major County, Oklahoma",0.435
27113,"Pennington County, Minnesota",0.406
05111,"Poinsett County, Arkansas",0.434
72027,"Camuy Municipio, Puerto Rico",0.495
02185,"North Slope Borough, Alaska",0.374
20209,"Wyandotte County, Kansas",0.431
34027,"Morris County, New Jersey",0.449
13225,"Peach County, Georgia",0.456
72107,"Orocovis Municipio, Puerto Rico",0.478
21077,"Gallatin County, Kentucky",0.389
19145,"Page County, Iowa",0.425
41057,"Tillamook County, Oregon",0.439
31041,"Custer County, Nebraska",0.408
12099,"Palm Beach County, Florida",0.505
40049,"Garvin County, Oklahoma",0.457
40097,"Mayes County, Oklahoma",0.406
21001,"Adair County, Kentucky",0.462
27057,"Hubbard County, Minnesota",0.429
19155,"Pottawattamie County, Iowa",0.399
20033,"Comanche County, Kansas",0.434
39019,"Carroll County, Ohio",0.403
45039,"Fairfield County, South Carolina",0.48
72099,"Moca Municipio, Puerto Rico",0.539
01019,"Cherokee County, Alabama",0.439
19081,"Hancock County, Iowa",0.367
20189,"Stevens County, Kansas",0.372
28017,"Chickasaw County, Mississippi",0.467
42127,"Wayne County, Pennsylvania",0.419
05061,"Howard County, Arkansas",0.466
36007,"Broome County, New York",0.452
48471,"Walker County, Texas",0.485
26063,"Huron County, Michigan",0.428
28131,"Stone County, Mississippi",0.5
21131,"Leslie County, Kentucky",0.45
24005,"Baltimore County, Maryland",0.438
24031,"Montgomery County, Maryland",0.453
42063,"Indiana County, Pennsylvania",0.437
37017,"Bladen County, North Carolina",0.48
37155,"Robeson County, North Carolina",0.483
51678,"Lexington city, Virginia",0.514
40021,"Cherokee County, Oklahoma",0.452
55067,"Langlade County, Wisconsin",0.408
13009,"Baldwin County, Georgia",0.457
08077,"Mesa County, Colorado",0.441
05113,"Polk County, Arkansas",0.417
05057,"Hempstead County, Arkansas",0.437
42103,"Pike County, Pennsylvania",0.415
41035,"Klamath County, Oregon",0.44
21055,"Crittenden County, Kentucky",0.463
72017,"Barceloneta Municipio, Puerto Rico",0.523
51620,"Franklin city, Virginia",0.475
21049,"Clark County, Kentucky",0.438
26065,"Ingham County, Michigan",0.462
01053,"Escambia County, Alabama",0.464
19177,"Van Buren County, Iowa",0.409
26107,"Mecosta County, Michigan",0.442
48203,"Harrison County, Texas",0.45
48419,"Shelby County, Texas",0.491
24009,"Calvert County, Maryland",0.369
35049,"Santa Fe County, New Mexico",0.489
01103,"Morgan County, Alabama",0.439
09005,"Litchfield County, Connecticut",0.428
47185,"White County, Tennessee",0.424
17139,"Moultrie County, Illinois",0.397
18009,"Blackford County, Indiana",0.424
40027,"Cleveland County, Oklahoma",0.43
53045,"Mason County, Washington",0.414
16059,"Lemhi County, Idaho",0.449
27133,"Rock County, Minnesota",0.4
18077,"Jefferson County, Indiana",0.423
48161,"Freestone County, Texas",0.484
47045,"Dyer County, Tennessee",0.455
29043,"Christian County, Missouri",0.391
36061,"New York County, New York",0.601
48341,"Moore County, Texas",0.383
49003,"Box Elder County, Utah",0.352
17135,"Montgomery County, Illinois",0.444
37189,"Watauga County, North Carolina",0.516
48371,"Pecos County, Texas",0.47
20045,"Douglas County, Kansas",0.474
22011,"Beauregard Parish, Louisiana",0.424
21207,"Russell County, Kentucky",0.493
51680,"Lynchburg city, Virginia",0.502
22055,"Lafayette Parish, Louisiana",0.485
28129,"Smith County, Mississippi",0.439
17073,"Henry County, Illinois",0.411
49037,"San Juan County, Utah",0.432
49035,"Salt Lake County, Utah",0.419
42113,"Sullivan County, Pennsylvania",0.412
08107,"Routt County, Colorado",0.391
48309,"McLennan County, Texas",0.464
17043,"DuPage County, Illinois",0.442
50007,"Chittenden County, Vermont",0.437
16081,"Teton County, Idaho",0.359
31057,"Dundy County, Nebraska",0.462
25009,"Essex County, Massachusetts",0.471
48315,"Marion County, Texas",0.487
48073,"Cherokee County, Texas",0.45
01065,"Hale County, Alabama",0.48
02180,"Nome Census Area, Alaska",0.429
13283,"Treutlen County, Georgia",0.468
28057,"Itawamba County, Mississippi",0.411
28151,"Washington County, Mississippi",0.498
17037,"DeKalb County, Illinois",0.416
38001,"Adams County, North Dakota",0.398
47125,"Montgomery County, Tennessee",0.408
21075,"Fulton County, Kentucky",0.442
46065,"Hughes County, South Dakota",0.421
30105,"Valley County, Montana",0.417
19013,"Black Hawk County, Iowa",0.438
46029,"Codington County, South Dakota",0.45
31183,"Wheeler County, Nebraska",0.377
37139,"Pasquotank County, North Carolina",0.457
38027,"Eddy County, North Dakota",0.407
72135,"Toa Alta Municipio, Puerto Rico",0.493
12133,"Washington County, Florida",0.444
45057,"Lancaster County, South Carolina",0.432
29011,"Barton County, Missouri",0.405
56015,"Goshen County, Wyoming",0.417
72043,"Coamo Municipio, Puerto Rico",0.543
27109,"Olmsted County, Minnesota",0.428
27011,"Big Stone County, Minnesota",0.42
35017,"Grant County, New Mexico",0.423
55089,"Ozaukee County, Wisconsin",0.45
13001,"Appling County, Georgia",0.422
47175,"Van Buren County, Tennessee",0.49
05133,"Sevier County, Arkansas",0.409
06063,"Plumas County, California",0.446
48057,"Calhoun County, Texas",0.436
23005,"Cumberland County, Maine",0.45
48115,"Dawson County, Texas",0.455
12003,"Baker County, Florida",0.429
28081,"Lee County, Mississippi",0.481
17107,"Logan County, Illinois",0.405
29510,"St. Louis city, Missouri",0.487
45033,"Dillon County, South Carolina",0.46
36027,"Dutchess County, New York",0.42
19069,"Franklin County, Iowa",0.387
17053,"Ford County, Illinois",0.397
13005,"Bacon County, Georgia",0.46
18085,"Kosciusko County, Indiana",0.397
09015,"Windham County, Connecticut",0.4
05055,"Greene County, Arkansas",0.409
19047,"Crawford County, Iowa",0.401
26099,"Macomb County, Michigan",0.404
20069,"Gray County, Kansas",0.384
21191,"Pendleton County, Kentucky",0.402
17187,"Warren County, Illinois",0.4
37027,"Caldwell County, North Carolina",0.446
13271,"Telfair County, Georgia",0.484
18171,"Warren County, Indiana",0.407
16069,"Nez Perce County, Idaho",0.431
50017,"Orange County, Vermont",0.394
55037,"Florence County, Wisconsin",0.386
39147,"Seneca County, Ohio",0.396
36103,"Suffolk County, New York",0.417
13043,"Candler County, Georgia",0.42
46083,"Lincoln County, South Dakota",0.432
42057,"Fulton County, Pennsylvania",0.399
29219,"Warren County, Missouri",0.421
31069,"Garden County, Nebraska",0.386
51031,"Campbell County, Virginia",0.405
53005,"Benton County, Washington",0.415
19037,"Chickasaw County, Iowa",0.401
25023,"Plymouth County, Massachusetts",0.425
17049,"Effingham County, Illinois",0.439
35015,"Eddy County, New Mexico",0.468
55027,"Dodge County, Wisconsin",0.37
46069,"Hyde County, South Dakota",0.458
13299,"Ware County, Georgia",0.465
31147,"Richardson County, Nebraska",0.396
37119,"Mecklenburg County, North Carolina",0.477
51143,"Pittsylvania County, Virginia",0.417
20207,"Woodson County, Kansas",0.53
51095,"James City County, Virginia",0.416
13289,"Twiggs County, Georgia",0.489
05067,"Jackson County, Arkansas",0.451
17183,"Vermilion County, Illinois",0.427
30027,"Fergus County, Montana",0.438
47143,"Rhea County, Tennessee",0.421
48225,"Houston County, Texas",0.493
46007,"Bennett County, South Dakota",0.494
19091,"Humboldt County, Iowa",0.401
21087,"Green County, Kentucky",0.5
37077,"Granville County, North Carolina",0.417
48425,"Somervell County, Texas",0.453
54027,"Hampshire County, West Virginia",0.418
55033,"Dunn County, Wisconsin",0.385
40105,"Nowata County, Oklahoma",0.48
21013,"Bell County, Kentucky",0.49
27107,"Norman County, Minnesota",0.425
05013,"Calhoun County, Arkansas",0.391
51683,"Manassas city, Virginia",0.388
13199,"Meriwether County, Georgia",0.413
26001,"Alcona County, Michigan",0.413
19129,"Mills County, Iowa",0.38
22041,"Franklin Parish, Louisiana",0.482
51133,"Northumberland County, Virginia",0.414
21127,"Lawrence County, Kentucky",0.464
37071,"Gaston County, North Carolina",0.452
13211,"Morgan County, Georgia",0.529
17155,"Putnam County, Illinois",0.38
28141,"Tishomingo County, Mississippi",0.442
48429,"Stephens County, Texas",0.451
51049,"Cumberland County, Virginia",0.426
18151,"Steuben County, Indiana",0.383
02020,"Anchorage Municipality, Alaska",0.416
35039,"Rio Arriba County, New Mexico",0.429
26075,"Jackson County, Michigan",0.418
26119,"Montmorency County, Michigan",0.403
42087,"Mifflin County, Pennsylvania",0.404
29195,"Saline County, Missouri",0.403
18073,"Jasper County, Indiana",0.358
31071,"Garfield County, Nebraska",0.369
51199,"York County, Virginia",0.389
08083,"Montezuma County, Colorado",0.449
17185,"Wabash County, Illinois",0.428
30035,"Glacier County, Montana",0.437
13119,"Franklin County, Georgia",0.458
18177,"Wayne County, Indiana",0.432
24029,"Kent County, Maryland",0.484
28105,"Oktibbeha County, Mississippi",0.536
30075,"Powder River County, Montana",0.477
48259,"Kendall County, Texas",0.477
12117,"Seminole County, Florida",0.443
16075,"Payette County, Idaho",0.394
31129,"Nuckolls County, Nebraska",0.425
49025,"Kane County, Utah",0.46
55099,"Price County, Wisconsin",0.409
19105,"Jones County, Iowa",0.383
21135,"Lewis County, Kentucky",0.469
42049,"Erie County, Pennsylvania",0.44
34001,"Atlantic County, New Jersey",0.445
38041,"Hettinger County, North Dakota",0.448
15005,"Kalawao County, Hawaii",0.304
28011,"Bolivar County, Mississippi",0.527
18037,"Dubois County, Indiana",0.402
41025,"Harney County, Oregon",0.414
48451,"Tom Green County, Texas",0.445
54081,"Raleigh County, West Virginia",0.446
17189,"Washington County, Illinois",0.379
35005,"Chaves County, New Mexico",0.436
39107,"Mercer County, Ohio",0.387
31031,"Cherry County, Nebraska",0.418
12051,"Hendry County, Florida",0.422
45083,"Spartanburg County, South Carolina",0.447
29147,"Nodaway County, Missouri",0.454
39007,"Ashtabula County, Ohio",0.412
22097,"St. Landry Parish, Louisiana",0.498
40031,"Comanche County, Oklahoma",0.419
31035,"Clay County, Nebraska",0.399
21107,"Hopkins County, Kentucky",0.442
42009,"Bedford County, Pennsylvania",0.408
18127,"Porter County, Indiana",0.409
21031,"Butler County, Kentucky",0.437
21119,"Knott County, Kentucky",0.463
12125,"Union County, Florida",0.406
13185,"Lowndes County, Georgia",0.459
27049,"Goodhue County, Minnesota",0.399
33019,"Sullivan County, New Hampshire",0.407
19137,"Montgomery County, Iowa",0.414
48297,"Live Oak County, Texas",0.429
53055,"San Juan County, Washington",0.476
19073,"Greene County, Iowa",0.402
20195,"Trego County, Kansas",0.407
28097,"Montgomery County, Mississippi",0.462
18119,"Owen County, Indiana",0.381
42129,"Westmoreland County, Pennsylvania",0.433
36087,"Rockland County, New York",0.442
06093,"Siskiyou County, California",0.448
37031,"Carteret County, North Carolina",0.433
45001,"Abbeville County, South Carolina",0.448
51105,"Lee County, Virginia",0.426
20129,"Morton County, Kansas",0.391
37089,"Henderson County, North Carolina",0.432
54079,"Putnam County, West Virginia",0.413
36091,"Saratoga County, New York",0.408
20117,"Marshall County, Kansas",0.369
28041,"Greene County, Mississippi",0.398
29115,"Linn County, Missouri",0.465
54103,"Wetzel County, West Virginia",0.439
55047,"Green Lake County, Wisconsin",0.41
54043,"Lincoln County, West Virginia",0.443
01021,"Chilton County, Alabama",0.451
05109,"Pike County, Arkansas",0.463
37147,"Pitt County, North Carolina",0.49
54009,"Brooke County, West Virginia",0.426
72007,"Aguas Buenas Municipio, Puerto Rico",0.539
48013,"Atascosa County, Texas",0.429
18087,"LaGrange County, Indiana",0.385
19109,"Kossuth County, Iowa",0.441
31097,"Johnson County, Nebraska",0.373
31143,"Polk County, Nebraska",0.393
01075,"Lamar County, Alabama",0.495
18101,"Martin County, Indiana",0.394
45019,"Charleston County, South Carolina",0.498
48031,"Blanco County, Texas",0.44
20203,"Wichita County, Kansas",0.352
51760,"Richmond city, Virginia",0.533
08059,"Jefferson County, Colorado",0.426
44003,"Kent County, Rhode Island",0.419
41037,"Lake County, Oregon",0.454
40033,"Cotton County, Oklahoma",0.409
46079,"Lake County, South Dakota",0.408
20019,"Chautauqua County, Kansas",0.422
12055,"Highlands County, Florida",0.413
48081,"Coke County, Texas",0.381
19093,"Ida County, Iowa",0.391
48101,"Cottle County, Texas",0.393
48107,"Crosby County, Texas",0.45
32001,"Churchill County, Nevada",0.384
12049,"Hardee County, Florida",0.408
20009,"Barton County, Kansas",0.434
23021,"Piscataquis County, Maine",0.419
48111,"Dallam County, Texas",0.396
20205,"Wilson County, Kansas",0.392
01059,"Franklin County, Alabama",0.454
22107,"Tensas Parish, Louisiana",0.477
37035,"Catawba County, North Carolina",0.442
48123,"DeWitt County, Texas",0.444
35035,"Otero County, New Mexico",0.418
22073,"Ouachita Parish, Louisiana",0.492
39085,"Lake County, Ohio",0.405
06053,"Monterey County, California",0.45
12033,"Escambia County, Florida",0.456
12057,"Hillsborough County, Florida",0.467
20093,"Kearny County, Kansas",0.362
29059,"Dallas County, Missouri",0.418
18065,"Henry County, Indiana",0.401
04012,"La Paz County, Arizona",0.437
21045,"Casey County, Kentucky",0.437
26087,"Lapeer County, Michigan",0.413
28007,"Attala County, Mississippi",0.495
17083,"Jersey County, Illinois",0.385
40137,"Stephens County, Oklahoma",0.438
53041,"Lewis County, Washington",0.405
55015,"Calumet County, Wisconsin",0.367
29071,"Franklin County, Missouri",0.408
48499,"Wood County, Texas",0.428
08075,"Logan County, Colorado",0.419
28073,"Lamar County, Mississippi",0.487
39035,"Cuyahoga County, Ohio",0.485
01001,"Autauga County, Alabama",0.405
06035,"Lassen County, California",0.422
23019,"Penobscot County, Maine",0.436
05137,"Stone County, Arkansas",0.437
51193,"Westmoreland County, Virginia",0.403
27121,"Pope County, Minnesota",0.421
37191,"Wayne County, North Carolina",0.429
39003,"Allen County, Ohio",0.432
41069,"Wheeler County, Oregon",0.436
42011,"Berks County, Pennsylvania",0.421
01025,"Clarke County, Alabama",0.523
20143,"Ottawa County, Kansas",0.365
46109,"Roberts County, South Dakota",0.453
29211,"Sullivan County, Missouri",0.423
39105,"Meigs County, Ohio",0.423
19147,"Palo Alto County, Iowa",0.428
40139,"Texas County, Oklahoma",0.457
29177,"Ray County, Missouri",0.425
48093,"Comanche County, Texas",0.43
20147,"Phillips County, Kansas",0.364
41061,"Union County, Oregon",0.454
30069,"Petroleum County, Montana",0.398
06089,"Shasta County, California",0.453
48461,"Upton County, Texas",0.42
41065,"Wasco County, Oregon",0.419
05011,"Bradley County, Arkansas",0.478
12093,"Okeechobee County, Florida",0.471
22023,"Cameron Parish, Louisiana",0.411
26093,"Livingston County, Michigan",0.387
30111,"Yellowstone County, Montana",0.429
06023,"Humboldt County, California",0.473
21021,"Boyle County, Kentucky",0.479
28159,"Winston County, Mississippi",0.459
40029,"Coal County, Oklahoma",0.419
32003,"Clark County, Nevada",0.434
29107,"Lafayette County, Missouri",0.389
05073,"Lafayette County, Arkansas",0.509
55023,"Crawford County, Wisconsin",0.424
38049,"McHenry County, North Dakota",0.421
37153,"Richmond County, North Carolina",0.484
39115,"Morgan County, Ohio",0.439
13011,"Banks County, Georgia",0.437
48151,"Fisher County, Texas",0.413
06113,"Yolo County, California",0.456
17127,"Massac County, Illinois",0.396
22009,"Avoyelles Parish, Louisiana",0.458
39075,"Holmes County, Ohio",0.415
47153,"Sequatchie County, Tennessee",0.44
30045,"Judith Basin County, Montana",0.439
36093,"Schenectady County, New York",0.422
27089,"Marshall County, Minnesota",0.383
40077,"Latimer County, Oklahoma",0.427
47035,"Cumberland County, Tennessee",0.444
20133,"Neosho County, Kansas",0.41
13321,"Worth County, Georgia",0.426
37081,"Guilford County, North Carolina",0.474
05093,"Mississippi County, Arkansas",0.467
13037,"Calhoun County, Georgia",0.446
37037,"Chatham County, North Carolina",0.459
28049,"Hinds County, Mississippi",0.486
22037,"East Feliciana Parish, Louisiana",0.46
48069,"Castro County, Texas",0.419
51091,"Highland County, Virginia",0.413
21219,"Todd County, Kentucky",0.433
27061,"Itasca County, Minnesota",0.407
13261,"Sumter County, Georgia",0.47
05041,"Desha County, Arkansas",0.47
05029,"Conway County, Arkansas",0.487
42055,"Franklin County, Pennsylvania",0.403
28133,"Sunflower County, Mississippi",0.498
72059,"Guayanilla Municipio, Puerto Rico",0.507
25019,"Nantucket County, Massachusetts",0.547
28143,"Tunica County, Mississippi",0.46
37159,"Rowan County, North Carolina",0.434
46017,"Buffalo County, South Dakota",0.494
29141,"Morgan County, Missouri",0.417
37197,"Yadkin County, North Carolina",0.425
48417,"Shackelford County, Texas",0.423
12121,"Suwannee County, Florida",0.439
48483,"Wheeler County, Texas",0.513
41033,"Josephine County, Oregon",0.453
48403,"Sabine County, Texas",0.429
48143,"Erath County, Texas",0.466
06001,"Alameda County, California",0.456
17087,"Johnson County, Illinois",0.398
38005,"Benson County, North Dakota",0.473
17167,"Sangamon County, Illinois",0.437
35059,"Union County, New Mexico",0.4
54073,"Pleasants County, West Virginia",0.387
72051,"Dorado Municipio, Puerto Rico",0.549
17175,"Stark County, Illinois",0.447
28051,"Holmes County, Mississippi",0.485
47003,"Bedford County, Tennessee",0.457
20099,"Labette County, Kansas",0.444
22013,"Bienville Parish, Louisiana",0.501
22085,"Sabine Parish, Louisiana",0.492
31133,"Pawnee County, Nebraska",0.382
48365,"Panola County, Texas",0.444
48459,"Upshur County, Texas",0.43
28033,"DeSoto County, Mississippi",0.365
29091,"Howell County, Missouri",0.414
48209,"Hays County, Texas",0.459
51119,"Middlesex County, Virginia",0.442
48083,"Coleman County, Texas",0.497
37149,"Polk County, North Carolina",0.404
51610,"Falls Church city, Virginia",0.416
12119,"Sumter County, Florida",0.411
72143,"Vega Alta Municipio, Puerto Rico",0.558
02170,"Matanuska-Susitna Borough, Alaska",0.387
17177,"Stephenson County, Illinois",0.419
18035,"Delaware County, Indiana",0.449
17063,"Grundy County, Illinois",0.373
39051,"Fulton County, Ohio",0.372
42093,"Montour County, Pennsylvania",0.451
42107,"Schuylkill County, Pennsylvania",0.41
51165,"Rockingham County, Virginia",0.436
02150,"Kodiak Island Borough, Alaska",0.386
20061,"Geary County, Kansas",0.392
08105,"Rio Grande County, Colorado",0.431
21041,"Carroll County, Kentucky",0.455
20003,"Anderson County, Kansas",0.402
21185,"Oldham County, Kentucky",0.427
51007,"Amelia County, Virginia",0.404
47099,"Lawrence County, Tennessee",0.438
31153,"Sarpy County, Nebraska",0.36
13319,"Wilkinson County, Georgia",0.437
72057,"Guayama Municipio, Puerto Rico",0.518
12043,"Glades County, Florida",0.425
42029,"Chester County, Pennsylvania",0.447
51181,"Surry County, Virginia",0.368
08125,"Yuma County, Colorado",0.414
29095,"Jackson County, Missouri",0.449
26163,"Wayne County, Michigan",0.469
19077,"Guthrie County, Iowa",0.427
37075,"Graham County, North Carolina",0.463
38011,"Bowman County, North Dakota",0.444
48467,"Van Zandt County, Texas",0.428
55103,"Richland County, Wisconsin",0.384
08029,"Delta County, Colorado",0.42
08123,"Weld County, Colorado",0.421
40121,"Pittsburg County, Oklahoma",0.442
35053,"Socorro County, New Mexico",0.486
19157,"Poweshiek County, Iowa",0.419
29015,"Benton County, Missouri",0.44
18029,"Dearborn County, Indiana",0.378
48373,"Polk County, Texas",0.443
13193,"Macon County, Georgia",0.46
01091,"Marengo County, Alabama",0.484
29213,"Taney County, Missouri",0.456
48435,"Sutton County, Texas",0.434
56023,"Lincoln County, Wyoming",0.354
27003,"Anoka County, Minnesota",0.371
40115,"Ottawa County, Oklahoma",0.425
37051,"Cumberland County, North Carolina",0.433
13095,"Dougherty County, Georgia",0.501
18095,"Madison County, Indiana",0.408
37199,"Yancey County, North Carolina",0.411
37143,"Perquimans County, North Carolina",0.448
05143,"Washington County, Arkansas",0.461
27051,"Grant County, Minnesota",0.415
51735,"Poquoson city, Virginia",0.401
27163,"Washington County, Minnesota",0.404
20011,"Bourbon County, Kansas",0.417
46089,"McPherson County, South Dakota",0.461
49039,"Sanpete County, Utah",0.402
28147,"Walthall County, Mississippi",0.462
45021,"Cherokee County, South Carolina",0.439
29069,"Dunklin County, Missouri",0.456
48345,"Motley County, Texas",0.451
21217,"Taylor County, Kentucky",0.437
28071,"Lafayette County, Mississippi",0.516
41059,"Umatilla County, Oregon",0.408
13295,"Walker County, Georgia",0.426
37061,"Duplin County, North Carolina",0.441
53033,"King County, Washington",0.456
22017,"Caddo Parish, Louisiana",0.502
46123,"Tripp County, South Dakota",0.418
48415,"Scurry County, Texas",0.501
27031,"Cook County, Minnesota",0.422
13027,"Brooks County, Georgia",0.437
19075,"Grundy County, Iowa",0.384
20105,"Lincoln County, Kansas",0.393
01113,"Russell County, Alabama",0.429
18089,"Lake County, Indiana",0.43
21091,"Hancock County, Kentucky",0.373
13171,"Lamar County, Georgia",0.425
29037,"Cass County, Missouri",0.368
21147,"McCreary County, Kentucky",0.434
26055,"Grand Traverse County, Michigan",0.435
27027,"Clay County, Minnesota",0.404
31037,"Colfax County, Nebraska",0.412
24003,"Anne Arundel County, Maryland",0.406
40119,"Payne County, Oklahoma",0.485
29077,"Greene County, Missouri",0.458
05089,"Marion County, Arkansas",0.431
56005,"Campbell County, Wyoming",0.351
08031,"Denver County, Colorado",0.511
16079,"Shoshone County, Idaho",0.386
51033,"Caroline County, Virginia",0.372
46023,"Charles Mix County, South Dakota",0.446
31059,"Fillmore County, Nebraska",0.387
27005,"Becker County, Minnesota",0.43
28003,"Alcorn County, Mississippi",0.457
47177,"Warren County, Tennessee",0.464
47127,"Moore County, Tennessee",0.49
72117,"Rincón Municipio, Puerto Rico",0.488
08049,"Grand County, Colorado",0.358
44005,"Newport County, Rhode Island",0.45
31137,"Phelps County, Nebraska",0.402
19121,"Madison County, Iowa",0.411
48465,"Val Verde County, Texas",0.435
47081,"Hickman County, Tennessee",0.399
72061,"Guaynabo Municipio, Puerto Rico",0.551
37033,"Caswell County, North Carolina",0.42
39045,"Fairfield County, Ohio",0.408
39137,"Putnam County, Ohio",0.368
48011,"Armstrong County, Texas",0.375
48221,"Hood County, Texas",0.446
13123,"Gilmer County, Georgia",0.45
28099,"Neshoba County, Mississippi",0.456
06051,"Mono County, California",0.401
12059,"Holmes County, Florida",0.415
28153,"Wayne County, Mississippi",0.466
34031,"Passaic County, New Jersey",0.463
23031,"York County, Maine",0.398
02110,"Juneau City and Borough, Alaska",0.388
19167,"Sioux County, Iowa",0.383
21215,"Spencer County, Kentucky",0.366
27055,"Houston County, Minnesota",0.41
20151,"Pratt County, Kansas",0.449
41013,"Crook County, Oregon",0.379
46091,"Marshall County, South Dakota",0.451
53013,"Columbia County, Washington",0.453
32510,"Carson City, Nevada",0.442
37185,"Warren County, North Carolina",0.506
19063,"Emmet County, Iowa",0.455
42073,"Lawrence County, Pennsylvania",0.418
30005,"Blaine County, Montana",0.424
37003,"Alexander County, North Carolina",0.446
27053,"Hennepin County, Minnesota",0.476
36037,"Genesee County, New York",0.407
25015,"Hampshire County, Massachusetts",0.435
12053,"Hernando County, Florida",0.42
23001,"Androscoggin County, Maine",0.414
27071,"Koochiching County, Minnesota",0.448
38043,"Kidder County, North Dakota",0.461
48055,"Caldwell County, Texas",0.428
19017,"Bremer County, Iowa",0.402
22039,"Evangeline Parish, Louisiana",0.468
46047,"Fall River County, South Dakota",0.458
01011,"Bullock County, Alabama",0.533
05125,"Saline County, Arkansas",0.394
46059,"Hand County, South Dakota",0.378
04003,"Cochise County, Arizona",0.435
17011,"Bureau County, Illinois",0.423
29157,"Perry County, Missouri",0.395
21089,"Greenup County, Kentucky",0.442
42001,"Adams County, Pennsylvania",0.388
27151,"Swift County, Minnesota",0.425
17021,"Christian County, Illinois",0.429
